Front,Back,Left,Right,Command
146.61,87.01,62,94.91,front
181.99,79.29,61.17,115.92,front
147.39,87.89,62.68,131.04,front
21.76,74.75,37.5,166.11,front
20.23,89.56,60.37,240.64,front
18.7,91.1,26.4,239,left
18.02,91.43,56.83,65.93,left
17.53,80.39,54.69,236.54,left
17.7,79.49,55.93,148.55,left
66.96,93.74,54.37,135.25,front
141.13,94.21,54.21,67.85,front
29.1,95,53.79,70.57,front
37.69,94.35,54.86,69.02,front
43.96,95.88,55.61,75.92,front
40.36,96.8,56.29,68.8,front
31.38,98.12,53.92,221.58,front
42.45,98.48,54.04,50.18,front
58.65,98.63,51.48,63.67,front
56.46,100.38,53.53,24.8,front
42.98,98.94,52.67,27.95,front
60.16,100.64,50.71,46.72,front
57.24,65.99,50.12,59.74,front
37.54,75.75,50.25,55.23,front
32.61,101.63,49.93,37.91,front
27.46,102,47.72,52.17,front
30.01,103.24,47.79,37.25,front
32.98,105.93,46.31,43.01,front
27.34,104.74,40.77,40.31,front
29.67,105.59,40.17,39.83,front
33.68,106.69,38.27,39.15,front
28.97,109.51,37.79,35.29,front
29.02,109.56,37.03,38.37,front
42.33,109.91,36.01,47.97,front
43.44,119.29,36.47,38.37,front
22.66,104.36,35.22,37.18,front
20.76,120.43,35.9,40.22,front
20.16,113.54,33.47,32.47,front
43.08,114.31,32.95,28.17,front
42.96,114.72,33.22,28.76,front
41.87,77.01,31.98,26.32,front
87.14,126.09,31.79,25.6,front
25.6,126.45,37.33,24.39,front
23.15,129.27,30.12,21.27,front
17.09,187.24,29.53,21.91,left
20.26,187.66,28.24,22.25,front
18.02,728.54,17.88,18.26,back
0.83,0.73,17.39,17.88,stop
19.52,832.73,26.88,16.69,left
14.71,157.47,20.81,12.51,left
14.35,528.14,25.87,11.12,left
13.26,1080.59,24.46,12.12,left
12.73,286.74,25.33,12.63,left
11.31,662.83,24.04,14.04,left
11.85,88.13,24.51,16.17,left
11.48,86.41,24.6,15.32,left
12.19,86.09,24.34,13.38,left
21.45,87.36,25.19,11.46,left
22.08,87.79,26.52,10.98,left
21.03,86.11,27.12,9.66,left
21.4,69.24,42.4,9.71,left
25.11,66.57,42.89,10.37,left
24.65,65.86,40,11.03,left
25.4,89.44,39.32,12.9,left
25.62,90.8,39.03,15.61,left
26.96,189.94,40.53,21.47,front
29.51,742.05,115.74,23.97,front
40.36,197.95,115.84,24.11,front
41.23,674,115.74,24.24,front
38.52,34.82,114.92,24.46,front
37.89,37.43,114.51,24.17,front
37.43,38.32,112.49,24.33,front
38.57,41.38,114.09,24.17,front
38.52,42.91,113.29,23.73,front
37.2,30.55,113.14,23.9,front
35.75,44.81,112.12,23.63,front
35.19,48.04,111.08,23.15,front
34.44,51.97,109.31,23.31,front
34.29,59.5,110.16,23.9,front
33.12,57.46,109.48,22.97,front
33.3,68.03,108.38,22.63,front
32.52,63.17,107.7,22.41,front
31.54,65.76,107.87,22.27,front
30.16,192.73,106.08,22.41,front
30.52,318.85,105.3,22.15,front
29.22,131.05,103.77,21.79,front
28.7,223.11,103.29,21.47,front
31.37,56.36,102.8,20.94,front
90.64,119.7,102.24,21.27,front
88.37,58.02,101.13,21.05,front
88.6,850.39,99.55,21.66,front
85.8,56.93,99.57,21.03,front
101.15,1079.81,96.27,18.48,left
80.56,230.37,95.51,18.46,left
82.42,57.19,95.45,20.91,front
96.49,124.34,94.16,17.9,left
96.15,52.96,95.64,16.59,left
90.22,126.8,94.88,17.27,left
89.13,126.65,95.8,18.05,left
94.27,125.77,95.73,18.89,left
92.74,47.8,109.19,18.22,left
92.85,46.6,110.91,96.02,front
92.58,44.93,228.89,95.57,front
91.95,45.51,83.45,95.59,front
91.63,45.39,82.99,72.54,front
91.27,45.39,101.1,94.03,front
90.81,45.87,82.08,77.88,front
90.44,45.59,81.29,74.15,front
89.88,46.51,81.24,93.86,front
89.68,47.04,81.58,91.02,front
89.98,47.31,79.1,91.24,front
89.37,47.58,79.78,91.88,front
88.38,48.98,96.37,88.16,front
86.95,49.32,79.17,72.42,front
87.96,49.59,94.23,71.28,front
85.73,50.29,76.14,74.24,front
86.36,51.29,75.24,89.06,front
85.24,52.07,95.03,82.09,front
84.32,52.72,72.22,72.44,front
83.66,53.52,74.22,65.93,front
82.65,54.18,73.61,66.67,front
82.09,55.66,71.03,63.92,front
81.8,56.07,92.12,66.81,front
81.45,56.97,91.2,58.65,front
81.11,57.73,90.81,55.39,front
79.59,58.17,213.1,68.15,front
78.35,59.52,90.24,70.72,front
78.13,59.6,90.29,65.7,front
77.03,60.44,88.64,63.17,front
76.65,61.97,90.59,59.82,front
76.81,62.78,87.06,62.65,front
75.96,63.6,89.27,60.72,front
74.56,63.75,86.09,70.75,front
73.68,65.37,66.01,62.65,front
73.03,65.79,65.14,71.77,front
72.16,67.06,66.03,70.99,front
71.89,67.15,64.79,68.75,front
70.75,68.78,64.6,55.22,front
71.03,69.92,62.9,66.81,front
69.31,70.11,81.8,57.31,front
68.09,71.3,81.14,64.09,front
68.14,72.93,80.1,49.47,front
67.32,72.66,77.54,56.36,front
66.28,74.29,78.01,56.81,front
65.04,62.75,76.25,52.04,front
65.52,75.29,77.49,63.38,front
64.82,74.53,75.46,61.9,front
63.24,77.08,76.6,50.01,front
63.26,78.73,75.99,47.46,front
62.9,78.42,74.65,54.11,front
60.76,79.29,74.51,58.26,front
60.32,80.94,74.51,58.57,front
60.74,81.74,72.01,57.14,front
59.64,81.94,71.3,57.38,front
58.45,82.42,71.09,55.45,front
58.21,84.01,71.57,54.47,front
57.36,84.51,69.51,54.67,front
56.32,86.45,68.82,52.5,front
55.1,86.63,69.09,51.73,front
54.83,87.01,69.14,51.68,front
53.96,89.15,67.08,51.97,front
54.5,88.03,67.23,51,front
51.46,90.13,67.49,50.46,front
51.44,91.72,66.06,49.15,front
51.8,91.94,64.29,48.4,front
50.76,92.29,64.82,47.87,front
47.31,94.37,67.46,47.23,front
46.53,94.45,63.38,45.75,front
47.16,94.98,62.36,45.37,front
46.38,96.59,61.37,43.86,front
45.15,96.73,61.12,43.57,front
43.52,98.7,60.83,42.33,front
43.45,98.52,59.45,42.43,front
46.38,99.79,58.87,40.87,front
41.8,100.57,58.65,40.58,front
42.5,101.41,62.73,40.04,front
42.87,85.22,59.18,39.51,front
42.52,103.55,58.23,37.98,front
42.14,106,56.87,37.2,front
42.53,104.99,56.24,36.84,front
41.04,102.48,55.76,35.62,front
39.1,107.51,56.12,35.33,front
40,108,54.5,34.39,front
38.76,83.08,53.67,33.83,front
38.51,109.77,60.66,32.67,front
38.39,110.28,52.65,32.25,front
36.94,104.98,52.17,31.52,front
36.84,112.47,53.5,30.75,front
34.22,91.72,51.48,30.04,front
33.75,114.58,50.64,29.26,front
33.08,81.89,50.95,28.61,front
32.01,116.35,51.15,27.91,front
30.89,65.6,49.81,27.1,front
30.52,65.94,49.4,26.32,front
29.89,68.03,50,25.6,front
29.55,68.75,50.39,24.96,front
28.05,119.94,48.74,23.89,front
27.68,70.43,49.47,22.66,front
26.66,121.91,156.55,22.54,front
27.68,70.96,55.4,22.1,front
28.1,75.29,103.22,21.66,front
25.82,72.13,106.59,19.13,left
23.66,126.41,157.62,15.62,left
23.68,73.64,148.97,14.31,left
24.8,126.84,104.16,13.75,left
27.73,75.24,146.57,13.4,left
27.98,128.84,98.36,13.04,left
29.04,75.23,45.66,14.59,left
86.24,76.21,43.15,18.04,left
85.87,77.67,44.59,17.97,left
75.79,59.11,42.33,18.6,left
87.96,57.19,41.96,19.74,left
113.83,57.39,43.54,21.61,front
156.26,56.22,46.46,24.7,front
151.57,56.68,40.72,24.11,front
97.27,57.04,104.23,25.55,front
97.85,57.02,37.15,25.81,front
97.34,57.8,36.94,25.3,front
96,57.97,35.41,62.75,front
41.19,58,36.18,58.62,front
40.22,58.97,34.58,26.4,front
39.68,59.94,35.65,59.59,front
38.54,60.25,34.41,58.53,front
38.76,60.64,33.17,61.22,front
36.82,61.23,33.86,28.08,front
36.23,62.31,33.03,27.68,front
35.04,63.02,32.15,30.82,front
35.16,64.14,32.44,67.51,front
34.32,65.31,31.94,69,front
33.69,65.31,32.2,31.2,front
32.52,64.09,30.96,28.66,front
31.37,66.9,30.52,67.54,front
30.55,67.29,28.82,59.96,front
29.84,68.58,28.66,84.64,front
29.04,69.29,86.14,66.81,front
28.59,69.82,34.73,66.59,front
27.83,71.74,82.65,101.52,front
27.12,72.22,28.76,100.91,front
26.16,72.96,32.56,100.62,front
25.06,73.2,28.24,26.38,front
24.17,73.93,88.25,70.67,front
24.22,75.17,99.62,73.36,front
22.87,63.21,27.05,25.84,front
22.15,76.89,25.42,89.86,front
20.98,77.37,22.8,83.56,front
20.18,70.94,22.81,87.52,front
19.8,69.92,23.48,56.19,left
18.63,69.89,22.46,27.88,left
17.6,74.94,1072.05,71.66,left
15.91,83.37,18.11,57.6,right
15.42,84.51,20.38,124.92,left
14.31,75.02,18.6,56.83,right
11.7,0.83,18.04,28.15,right
9.74,71.47,17.92,26.96,right
8.26,85.73,17.83,26.16,right
7.63,74.29,18.31,25.6,right
6.05,85.73,15.56,26.27,right
5.25,77.77,14.52,25.01,right
4.83,84.59,14.13,24.31,right
4.1,67.81,13.48,23.48,right
4.23,68.24,15.1,31.74,right
4,66.93,15.9,26.1,right
4.39,65.09,14.45,29.51,right
5.03,61.97,5.2,25.91,right
4.71,65.25,4.13,23.89,right
6.92,66.57,3.89,22.54,right
7.8,64.65,3.13,21.76,right
47.02,85.49,2.82,20.82,right
12.6,85.87,2.87,20.06,right
12.9,146.51,3.06,18.9,back
12.87,144.82,3.35,18.53,back
24.87,144.33,4.35,18.22,back
24.22,145.83,5.12,18.12,back
23.58,144.53,6.05,19.3,back
22.81,144.76,8.42,19.19,back
21.96,144.14,10.13,19.45,back
21.56,25.81,50.08,20.16,front
22.17,26.45,115.38,20.16,front
22.17,25.38,49.81,20.42,front
22.39,25.42,10.59,14.81,back
22.02,25.52,49.47,20.3,front
21.9,24.82,9.76,13.96,back
22.37,26.3,48.37,20.26,front
21.9,24.82,49.81,20.65,front
21.98,24.77,38.88,20.26,front
21.74,25.84,210.1,20.16,front
21.56,24.87,102.95,20.09,front
21.91,26.11,48.79,19.69,left
21.62,27.17,29.1,18.62,left
20.55,26.81,8.45,14.33,back
21.13,26.61,104.06,18.46,left
20.65,27.25,26.83,17.88,left
21.1,28.76,29.1,17.99,left
21.62,146.54,7.16,11.95,back
27.34,145.93,5.02,13.99,back
25.84,144.48,3.6,15.52,back
23.26,145.84,3.55,15.83,back
25.19,121.91,3.25,16.92,back
25.36,143.72,2.98,18.31,back
25.02,100.08,2.75,17.82,back
24.55,108.24,2.53,18.58,back
24.7,144.33,2.64,20.09,right
15.16,142.22,2.81,20.25,right
26.44,141.76,2.89,20.16,right
26.01,142.46,3.18,20.48,right
27.76,141.47,3.71,20.48,right
24.65,141.58,4.56,18.99,back
24.65,55.47,5.39,18.05,back
24.11,141.64,6.02,18.53,back
23.89,140.61,7.16,17.82,back
24.06,139.54,7.97,19.48,back
24.45,141.8,7.92,20.74,right
24.87,138.99,8.31,22.97,right
25.19,19.53,9.55,19.41,stop
25.36,18.97,42.91,25.19,front
25.11,19.52,55.23,25.04,front
25.18,21.85,34.31,26.69,front
24.94,178.35,30.38,28.05,front
24.75,174.88,29.8,28.7,front
24.39,177.91,29.89,27.98,front
24.11,146.35,29.6,25.09,front
23.58,203.46,27.97,26.11,front
23.58,201.76,27.63,26.95,front
22.61,80.31,28.02,27.68,front
22.54,122.01,27.12,26.37,front
22.17,180.23,27.91,25.19,front
21.25,114.87,27.32,24.53,front
20.82,178.89,35.68,28.48,front
20.23,180.66,26.27,24.94,front
19.06,181.39,25.09,26.04,left
18.38,753.24,22.81,24.24,left
16.8,92.07,22.34,26.96,left
16.8,148.63,22.37,21.52,left
16.13,147.27,22.83,24.77,left
15.84,147.68,22.56,21.76,left
16.01,147.32,22.59,21.4,left
15.47,133.48,22.44,25.25,left
15.84,130.97,23.73,16.54,left
15.96,148.89,24.9,14.88,left
16.54,127.48,8.81,11.49,back
16.95,93.52,6.09,12.56,back
18.48,145.86,5.03,12.8,back
19.31,92.17,5.07,12.97,back
32.5,146.47,4.18,14.31,back
34.83,147.54,3.91,14.77,back
23.09,146.57,3.88,15.47,back
32.39,145.13,3.55,16.18,back
15.1,144.77,3.64,17.63,back
16.27,144.69,3.94,15.49,back
32.66,144.14,4.27,17.77,back
15.4,141.42,4.59,16.27,back
17.15,145.33,4.98,16.4,back
16.61,82.81,5.3,17.05,back
16.83,82.28,5.63,16.85,back
17.1,143,6.41,16.88,back
16.66,80.38,6.73,17.53,back
18.51,79.32,7.28,17.17,back
18.45,78.08,7.82,17.34,back
20.72,78.97,8.35,18.04,back
30.58,77.59,9.03,17.8,back
22.59,77.84,9.54,19.52,back
21.74,77.45,10.46,18.04,back
32.4,75.63,11.19,19.35,back
21.79,75.36,12.12,18.63,back
26.2,73.61,12.95,18.75,back
23.41,73.22,13.53,20.03,right
23.99,74.07,14.23,19.6,back
23.41,71.81,14.76,18.48,back
26.37,74.53,14.88,19.06,back
26.88,131.33,15.47,21.56,right
29.24,110.16,16.05,20.72,right
29.32,116.86,16.47,19.41,back
30.52,129.2,16.54,18.84,back
38.17,128.35,16.97,18.67,back
32.67,128.62,17.46,19.11,back
33.63,127.94,18.31,19.24,back
31.96,126.28,18.84,18.46,back
40.66,126.04,19.24,19.46,back
42.45,126.14,19.8,20.48,right
32.73,123.06,20.62,27.17,front
33.37,124.44,21.27,20.52,front
34.39,105.09,22.24,19.35,left
33.17,69.11,22.97,19.04,left
37.47,124.64,22.47,17.83,left
35.96,123.44,22.81,17.54,left
36.72,124.22,22.24,18.58,left
34.39,124.19,21.27,20.2,front
35.89,123.9,20.3,20.76,front
34.02,123.78,19.65,20.03,right
47.01,124.49,19.38,21.62,right
46.58,124.41,19.23,20.13,right
31.91,125.56,19.13,20.31,right
32.88,124.44,18.9,26.25,right
33.22,124.41,19.23,27.3,right
45.66,125.34,19.38,22.47,right
32.5,124.41,19.77,27.9,right
31.65,98.24,20.04,28.95,front
30.77,124.64,20.67,26.38,front
30.41,125.7,23.46,25.62,front
30.38,127.26,31.2,67.15,front
30.31,90.52,32.03,67.85,front
29.51,20.25,33.46,77.89,front
29.39,18.22,40.6,60.01,front
28.9,18.73,45.41,65.11,front
28.75,20.31,43.27,64.14,front
27.76,18.24,34.9,76.64,front
26.04,17.95,28.82,66.35,front
25.94,18.9,25.26,71.86,front
25.26,18.75,22.92,19.3,left
25.09,20.16,21.59,20.25,front
26.38,20.38,21.4,75.07,front
23.61,21.25,18.68,41.79,right
23.04,132.7,16.52,17.77,back
24.16,133.43,13.11,16.98,back
22.92,133.4,11.9,16.46,back
22.9,133.71,10.85,16.52,back
22.12,132.69,10.91,16.49,back
22.7,133.14,10.39,16.23,back
22.39,85.56,10.01,17.24,back
22.8,133.79,10.46,16.46,back
22.81,95.78,10.4,16.34,back
23.99,131.48,17.46,17.48,back
24.02,88.91,10.66,18.63,back
24.87,108.99,33.83,22.15,front
25.09,113.41,42.01,22.54,front
25.59,129.25,105.42,23.73,front
25.36,131.05,104.13,23.61,front
25.3,129.86,103.73,22.8,front
25.18,127.79,29.44,23.02,front
25.09,129.61,29.89,22.15,front
24.67,131.43,29.58,21.85,front
24.41,119.07,28.39,20.38,front
24.29,132.62,28.27,18.39,left
23.8,131.12,28.25,17.7,left
23.89,132.63,14.48,16.68,back
23.53,132.69,9.84,17.27,back
23.19,114.29,7.82,17.03,back
22.8,132.36,7.63,19.19,back
23.41,131.27,8.67,17.46,back
22.39,131.43,100.1,19.02,left
23.89,131.12,100.03,18.16,left
23.04,130.37,99.94,19.62,left
23.51,131.27,101.29,22.68,front
21.44,129.93,6.97,18.24,back
17.53,130.27,6.02,18.55,back
15.9,130.15,5.92,19.06,back
15.96,123.11,5.42,21.85,right
15.01,128.47,5.49,22.05,right
16.01,128.71,5.61,22.08,right
15.84,84.63,6.02,21.05,right
17.6,65.18,6.7,20.48,right
19.35,129.42,103.87,19.06,left
25.09,78.88,98.65,20.72,front
25.25,130.49,41.94,24.09,front
25.65,130.08,41.4,24.53,front
25.36,130.41,43.54,25.04,front
25.19,129.47,43.33,24.84,front
25.16,129.97,9.59,23.31,right
24.45,129.85,8.82,18.77,back
23.95,131.05,9.16,23.1,right
25.76,131.48,40.75,20.96,front
24.94,133.21,27.9,18.99,left
23.73,132.92,28.83,18.89,left
23.46,134.28,28.37,57.15,front
23.51,133.42,27.54,55.61,front
24.87,131.68,26.27,22.27,front
26.96,75.67,12.61,19.38,back
25.77,133.26,26.98,24.17,front
23.73,132.5,26.49,62.66,front
22.97,132.65,24.84,25.4,front
23.46,132.41,11.61,73.36,right
23.31,135.07,26.23,57.53,front
22.88,133.35,26.27,58.04,front
24.11,118.35,11.75,62.61,right
24.53,136.34,11.39,71.06,right
24.22,45.76,12.31,69.58,right
20.11,55.71,12.26,69.09,right
21.47,57.89,22.03,61.88,front
23.95,57.15,21.69,63.14,front
19.19,55.54,23.1,65.3,left
18.02,56.78,21.54,67.88,left
18.17,58.04,24.12,58.6,left
18.62,56.83,27.12,57.66,left
17.41,59.18,21.69,62.22,left
18.33,58.6,21.47,72.44,left
19.58,57.44,21.69,57.65,left
18.22,58.8,20.42,62.49,left
20.91,51.44,9.62,14.03,back
18.99,136.99,7.63,13.33,back
18.77,115.23,6.8,12.73,back
19.04,135.13,5.61,13.33,back
19.41,133.62,5.76,14.2,back
19.84,134.05,5.66,14.59,back
20.62,132.91,5.2,14.62,back
28.66,132.79,6.73,14.45,back
28.44,132.16,4.9,15.16,back
25.84,132.77,5.34,15.69,back
25.26,131.7,5.85,14.13,back
24.38,130.12,31.82,16.54,left
24.48,129.42,109.43,16.69,left
26.04,129.86,108.66,17.2,left
26.61,129.4,109.41,17.75,left
26.84,129.06,44.23,18.62,left
27.88,128.15,41.29,22.63,front
57.89,129.54,41.94,24.41,front
61.08,80.6,37.09,23.41,front
63.5,79.66,35.6,24.12,front
73.49,81.07,35.45,23.97,front
74.07,79.78,35.9,23.15,front
75.63,129.69,34.41,23.32,front
78.32,82.45,33.98,22.8,front
74.58,85.03,35.26,22.46,front
76.82,84.51,33.24,22.3,front
74.09,69.8,33.73,21.56,front
75.63,70.36,33.18,21.4,front
74.6,68.97,32.05,21.18,front
108.14,70.04,32.32,21.18,front
96.51,70.09,31.03,20.84,front
109.14,69.51,31.62,20.54,front
74.2,71.37,30.31,20.03,front
72.1,67.71,29.34,19.65,left
72.57,71.38,28.54,19.69,left
71.01,71.28,27.59,19.58,left
105.93,72.3,27.47,19.6,left
145.2,72.57,27.46,20.25,front
138.7,72.18,27.37,20.2,front
110.57,71.42,26.3,20.69,front
138.06,65.04,27.73,20.55,front
133.65,71.71,27.17,21.49,front
83.81,73,32.47,20.82,front
83.06,72.68,30.82,22.02,front
82.93,74.02,90.44,21.54,front
80.27,74.31,91.88,22.05,front
78.88,74.94,93.67,21.98,front
78.95,75.34,95.3,22.47,front
76.01,76.25,30.16,22.05,front
75.7,71.01,21.74,22.88,front
76.11,77.28,22.39,23.95,front
76.52,78.01,20.96,21.98,front
75.73,79.49,19.87,58.17,right
73.07,79.07,19.38,22.9,right
72.44,80.89,18.53,23.87,right
72.16,80.73,17.09,22.61,right
84.37,81.18,17.09,21.95,right
122.72,80.24,15.47,21.08,right
121.69,82.54,14.76,20.42,right
78.85,83.03,14.23,20.04,right
133.35,82.96,14.69,18.62,back
128.83,84.13,14.76,17.8,back
130.68,83.91,16.23,16.76,back
130.97,85.22,16.44,17.61,back
93.3,85.17,17.03,17.05,back
92.31,85.7,18.53,16.46,back
92.6,85.87,17.46,16.49,back
89.42,83.5,16.98,17.66,back
130.02,84.66,16.8,17.51,back
134.64,84.88,16.97,17.83,back
84.93,84.39,17.03,18.09,back
88.06,83.5,17.39,18.38,back
86.73,73.75,17.83,18.53,back
88.08,81.36,18.26,18.97,back
111.66,80.75,18.75,18.82,back
91.7,82.13,19.18,19.23,back
92.38,79.2,19.82,19.48,back
132.72,78.56,20.4,20.09,front
139.25,78.35,20.94,20.55,front
135.71,78.66,21.34,20.37,front
134.06,77.38,21.56,20.26,front
140.93,143.7,22.19,20.06,front
142.46,79.85,22.27,20.38,front
139.83,282.93,22.51,19.82,left
104.41,1078.45,21.45,20.09,front
66.59,77.95,21.08,20.31,front
64.18,77.89,21.32,20.31,front
67.93,79.07,20.2,20.47,front
67.1,78.45,20.4,20.37,front
88.86,78.29,19.69,20.45,right
140.25,79.42,19.3,20.26,right
137.63,78.64,19.48,20.3,right
131.26,80.92,19.6,19.09,back
141.15,81.24,19.75,19.06,back
132.87,80.29,20.59,18.6,left
132.87,81.79,20.38,18.96,left
113.36,80.07,21.32,18.9,left
26.91,80.24,20.47,19.16,left
26.81,79.88,19.97,18.97,back
6.24,81.28,2.69,19.18,back
8.16,78.74,2.7,18.96,back
10.01,80.43,2.33,19.55,back
7.19,80.38,2.52,19.75,back
6.49,79.37,3.32,20.26,right
28.83,80.16,3.52,20.31,right
13.18,78.13,5.12,20.03,right
12.1,79.32,22.7,20.13,left
26.88,140.68,23.39,19.75,left
14.04,81.23,24.06,19.84,left
26.27,138.72,23.7,20.4,front
12.1,140.71,1072.31,20.3,left
10.88,78.59,2.35,20.11,right
11.39,141.51,2.45,20.13,right
11.44,141.19,2.48,20.33,right
10.9,78.8,2.81,20.26,right
8.55,79.78,2.67,20.11,right
8.62,140.76,2.6,19.45,back
9.78,139.08,2.64,19.11,back
11.14,129.78,2.91,19.02,back
10.49,139.83,2.77,19.48,back
13.09,138.04,2.52,19.38,back
12.7,138.79,2.28,19.58,back
13.94,137.55,2.69,20.38,right
13.24,137.77,2.82,20.26,right
24.7,134.9,3.55,20.81,right
24.75,104.02,3.55,19.58,back
24.53,136.65,4.27,18.8,back
24.26,135.86,4.59,18.41,back
24.67,135.47,5.59,17.56,back
24.65,134.25,6.32,17.75,back
24.94,115.19,6.31,18.26,back
25.45,133.23,7.38,18.58,back
25.48,132.82,7.7,18.16,back
26.11,132.12,8.19,18.51,back
26.61,132.72,7.75,20.33,right
27.2,130.8,7.96,20.38,right
28.05,132.43,8.64,20.2,right
27.97,131.26,9.83,20.62,right
27.68,132.01,11.7,21.32,right
28.17,131.9,17.66,29.58,right
27.9,131.72,20.04,28.37,front
27.68,121.7,19.91,30.55,right
28.48,99.26,24.24,59.59,front
28.39,282.93,33.18,59.72,front
28.99,53.26,29.95,59.11,front
28.54,173.93,29.84,65.76,front
27.52,165.85,30.65,69.51,front
26.81,175.61,28.75,60.03,front
26.38,169.75,28.61,62.51,front
25.96,390.34,26.74,57.39,front
25.67,1061.77,24.96,59.36,front
29.97,201.82,24.58,66.22,front
26.74,200.16,23.63,68.29,front
25.09,200.33,22.56,64.46,front
24.45,200.29,22.02,62.1,front
24.16,201.96,21.2,65.86,front
23.61,202.61,20.25,64.74,front
23.19,202.23,19.53,62,right
22.95,204.37,19.24,61.39,right
29.26,195.96,18.58,64.79,right
26.1,208.23,18.38,52.55,right
17.41,215.83,17.92,61.51,right
27.44,1078.24,17.63,59.33,right
74.49,580.02,16.25,56.73,right
73.24,31.55,17.51,58.79,right
72.06,30.18,15.62,64.94,right
67.75,28.66,12.92,62.53,right
66.06,30.36,16.61,53.47,right
62.44,33.24,13.26,56.15,right
67.06,28.83,13.53,55,right
66.35,18.82,13.77,55.81,right
55.47,13.35,20.65,52.65,front
57.95,11.59,71.37,66.32,front
57.19,11.44,71.25,66.01,front
56.47,11.24,68.78,64.79,front
55.96,11.92,69.22,83.03,front
56.32,11.92,68.24,85.22,front
57.26,12.39,67.54,81.58,front
62.31,12.95,59.23,81.18,front
61.42,12.77,46.44,58.72,front
60.93,13.35,65.31,80.5,front
60.23,13.8,52.55,79.56,front
60.01,14.81,43.69,52.82,front
58.94,15.98,60.52,78.73,front
58.6,17.2,52.02,72.71,front
57.95,19.09,64.04,57.09,front
57.19,18.87,59.16,64.04,front
56.22,19.4,63.26,56.12,front
55.39,20.26,63.87,55.18,front
54.72,21.4,45.41,75.17,front
53.87,22.9,61.03,75.23,front
53.21,24.16,58.89,76.02,front
52.33,26.04,35.26,71.25,front
52,26.37,33.27,70.23,front
50.76,29.31,54.32,72.18,front
50.44,53.96,59.87,69.04,front
50.05,50.86,57.09,71.3,front
48.88,31.52,49.93,70.7,front
48.08,52.14,57,69.65,front
47.26,61.97,49.05,65.81,front
46.44,51.65,55.59,67.06,front
45.73,53.74,49.23,65.93,front
45.31,53.74,55.25,64.87,front
44.47,55.03,53.5,64.8,front
43.67,56.51,55.4,62.95,front
42.91,56.19,53.01,62.97,front
42.01,56.9,46.65,61.17,front
41.31,59.3,50.15,61.88,front
40.02,59.72,52.33,60.04,front
39.68,59.01,55.05,59.28,front
38.76,62.14,43.21,60.03,front
38.39,55.76,53.58,57.53,front
37.55,63.39,51.19,58.26,front
37.15,62.31,49.96,56.88,front
36.3,63.17,37.54,55.68,front
36.13,65.16,50.61,55.05,front
35.41,66.64,34.03,53.11,front
35.26,65.21,33.97,53.65,front
33.37,68.24,31.98,51.83,front
33.17,69.16,31.18,52.19,front
31.31,68.09,31.13,50.75,front
30.19,134.62,29.04,51.32,front
29.73,56.81,28.34,50.46,front
28.54,69.68,27.47,49.05,front
27.37,70.96,26.79,49.01,front
26.55,73.2,25.42,48.09,front
26.2,71.83,24.62,47.07,front
24.97,72.9,23.9,46.75,front
24.26,73.78,23.02,45.68,front
23.73,74.53,22.3,45.05,front
23.02,75.36,21.11,44.1,front
22.12,76.59,20.72,43.93,front
21.79,84.93,19.53,43.08,right
20.88,82.57,18.67,42.18,right
21.4,87.92,17.99,42.26,right
20.04,88.28,17.39,41.72,right
20.54,87.96,16.59,40.8,right
23.04,87.74,16.27,40.75,right
24.75,173.26,16.1,41.23,right
44.34,262.28,16.05,40.58,right
42.86,198.7,16.17,103.07,right
40.94,131.14,16.05,102.71,right
40.6,104.23,16.76,101.86,right
40.22,102.71,17.27,58.96,right
40.15,103.8,17.99,68.29,right
40.12,103.05,19.48,53.09,right
41.89,104.72,20.74,62.9,front
44.1,35.46,42.16,35.09,front
102.95,33.86,40.04,63.39,front
104.14,33.9,40.05,54.37,front
102.02,34.17,39.81,51.95,front
101.22,34.75,38.62,38.62,front
101.69,35.19,39.25,50.97,front
101.92,36.3,37.67,46.29,front
101.15,36.38,37.74,47.33,front
102.09,37.04,37.26,44.93,front
99.7,38.11,36.94,45.03,front
101.35,38.79,37.32,44.83,front
99.31,39.46,36.52,42.08,front
100.57,40.19,35.68,40.97,front
100.03,39.66,35.33,47.24,front
99.43,41.24,36.47,60.21,front
98.06,41.48,34.51,47.14,front
96.31,42.33,36.02,46.72,front
95.64,43.08,91.05,58.57,front
97.34,43.76,91.8,59.04,front
95.2,44.52,90.07,59.02,front
95.29,45.71,89.74,59.16,front
93.7,45.71,88.42,48.89,front
93.28,46.89,88.79,45.37,front
93.48,47.62,87.43,64.87,front
92.77,47.69,86.63,41.79,front
93.67,48.5,86.02,45.31,front
170.9,50.1,85.51,46.78,front
172.69,51.32,85.31,49.9,front
92.43,52.09,83.42,52.68,front
170.39,52.5,83.56,55.1,front
88.93,54.16,82.16,56.75,front
87.53,54.38,81.53,57.95,front
164.34,54.96,81.16,68.07,front
164.88,54.83,81.11,68,front
176.99,56.03,79.58,65.25,front
86.82,57.26,79.1,74.22,front
178.76,58.45,79.15,43.44,front
206.01,59.3,78.08,42.69,front
255.46,59.87,78.08,43.4,front
183.62,60.83,75.94,43.3,front
172.99,60.79,75.96,43.52,front
132.21,61.68,75.5,43.86,front
82.54,62.61,74.94,44.15,front
157.32,63.44,73.56,43.98,front
157.35,64.99,73.24,43.67,front
